date,type,operator,fatalities,location,country,cat,year
02-JUN-1976,Yakovlev Yak-40,"Aeroflot, Lithuania",0.0,near Osokorka,Ukraine,A2,1976
04-JUN-1976,Lockheed L-188A Electra,Air Manila Int.,6.146275647879436,near Guam-Agana NAS (...,Guam,A1,1976
05-JUN-1976,Lisunov Li-2,MAP Zhukovski,4.0,Kama River,Russia,A1,1976
06-JUN-1976,GAF Nomad N.22B,Sabah Air,11.0,near Kota Kinabalu Ai...,Malaysia,A1,1976
07-JUN-1976,DC-10-30,Swissair,0.0,Kinshasa-N'Djili...,D.R. Congo,A2,1976
09-JUN-1976,Antonov An-2,"Aeroflot, Magadan",0.0,near Anadyr,Russia,A1,1976
11-JUN-1976,Douglas C-47A (DC-3),RICO,3.0,between Pauana a...,Brazil,A1,1976
12-JUN-1976,Antonov An-2R,"Aeroflot, East Siberia",5.0,near Nizhneangarsk Ai...,Russia,A1,1976
20-JUN-1976,Antonov An-2R,"Aeroflot, Privolzhsk",2.0,"Engels district,...",Russia,A1,1976
23-JUN-1976,DC-9-31,Allegheny Airlines,0.0,Philadelphia Int...,USA,A1,1976
26-JUN-1976,Antonov An-2,"Aeroflot, Privolzhsk",1.0,Kazan,Russia,A1,1976
27-JUN-1976,Boeing 720-047B,MEA,1.0,Beirut Internati...,Lebanon,C1,1976
27-JUN-1976,Airbus A300B4-203,Air France,0.0,Entebbe Airport ...,Uganda,H2,1976
27-JUN-1976,Antonov An-2R,"Aeroflot, Ukraine",1.0,"Amangeldy, Komso...",Kazakhstan,A1,1976
29-JUN-1976,Learjet 24D,Construcciones Protexa,4.0,near Mexico City,Mexico,A1,1976
30-JUN-1976,Antonov An-2R,"Aeroflot, Central Region",3.0,within Valikhanovskiy d...,Kazakhstan,A1,1976
02-JUL-1976,Lockheed L-188A Electra,Eastern Air Lines,0.0,Boston-Logan Int...,USA,C1,1976
03-JUL-1976,Douglas C-47 (DC-3),Burmese AF,17.0,near Daiku,Myanmar,A1,1976
06-JUL-1976,Boeing 727,Libyan Arab Airlines,0.0,Palma de Mallorca,Spain,H2,1976
11-JUL-1976,Antonov An-2,"Aeroflot, Ukraine",0.0,Sivash Lagoon,Russia,A1,1976
14-JUL-1976,Lisunov Li-2,MAP Kazan APO,0.0,Tashkent-Yuzhny ...,Uzbekistan,A1,1976
15-JUL-1976,Antonov An-2P,"Aeroflot, West Siberia",0.0,near Barnaul,Russia,A1,1976
17-JUL-1976,Tupolev Tu-104A,"Aeroflot, East Siberia",0.0,near Chita Airport (HTA),Russia,A1,1976
22-JUL-1976,Volpar Turboliner II,Winship Air Services,5.0,"near Dutch Harbor, AK",USA,A1,1976
23-JUL-1976,DHC-3 Otter,Ontario Ministry of Natural Res.,0.0,"Nym Lake, ON",Canada,A1,1976
24-JUL-1976,Fokker F-27 Friendship 100,Indian Airlines,0.0,Bhubaneswar Airp...,India,A1,1976
26-JUL-1976,Antonov An-2R,"Aeroflot, North Kavkaz",0.0,near Astrakhan,Russia,A1,1976
28-JUL-1976,BN-2A Islander,TAP Regional,0.0,CovilhÃ£ Airport...,Portugal,A1,1976
28-JUL-1976,Ilyushin Il-18V,CSA,76.0,near Bratislava-Ivank...,Slovakia,A1,1976
28-JUL-1976,Antonov An-2R,"Aeroflot, Moscow SPiMVL",4.0,near Sokol'skoye,Russia,A1,1976
02-AUG-1976,Boeing 707-373C,KAL,5.0,near Tehran-Mehrabad ...,Iran,A1,1976
03-AUG-1976,BN-2 Defender,Oman AF,1.0,near Salalah,Oman,A1,1976
03-AUG-1976,Antonov An-2R,"Aeroflot, Central Region",6.146275647879436,near Popovka,Russia,A1,1976
06-AUG-1976,GAF Nomad N.24,GAF,2.0,"Avalon Airport, ...",Australia,A1,1976
07-AUG-1976,Dassault Falcon 20C,Hansa Jet Corp.,3.0,near Chilpancingo,Mexico,A1,1976
09-AUG-1976,Hawker Siddeley HS-748,SATENA,0.0,BogotÃ¡-Eldorado...,Colombia,A2,1976
09-AUG-1976,Douglas C-54E (DC-4),Spanish AF,12.0,Vejer de la Fron...,Spain,A1,1976
13-AUG-1976,Antonov An-24B,"Aeroflot, Kazakstan",0.0,Guryev Airport (...,Kazakhstan,A1,1976
13-AUG-1976,Antonov An-2T,"Aeroflot, Magadan",0.0,"near Uelen, Chukotka",Russia,A1,1976
15-AUG-1976,Vickers 785D Viscount,SAETA,59.0,Chimborazo Volcano,Ecuador,A1,1976
16-AUG-1976,Boeing 720-047B,Avianca,0.0,Mexico City-Juar...,Mexico,A1,1976
16-AUG-1976,Beech 99,Bar Harbor Airlines,0.0,near Bar Harbor Airpo...,USA,A1,1976
18-AUG-1976,DHC-3 Otter,RCMP,0.0,Ile Ã  la Crosse...,Canada,A1,1976
21-AUG-1976,Convair CV-880,Airtrust Singapore,0.0,Singapore-Seleta...,Singapore,A1,1976
23-AUG-1976,Boeing 737-266,EgyptAir,0.0,Luxor Airport (LXR),Egypt,H2,1976
27-AUG-1976,Antonov An-2V,"Aeroflot, Tyumen",0.0,near Beryozovo,Russia,A1,1976
28-AUG-1976,Canadair CC-106 Yukon (CL-44),Aeronaves del Peru,6.0,near Shanisu River,Peru,A1,1976
28-AUG-1976,SE-210 Caravelle III,Air France,1.0,Ho Chi Minh City...,Vietnam,H1,1976
28-AUG-1976,Lockheed C-141A-LM Starlifter,USAF,18.0,Peterborough,U.K.,A1,1976
28-AUG-1976,Lockheed C-141A-LM Starlifter,USAF,23.0,Kangerlussuaq-SÃ...,Greenland,A1,1976
02-SEP-1976,DC-9-15,AeromÃ©xico,0.0,LÃ©on Airport (BJX),Mexico,A1,1976
03-SEP-1976,Lockheed C-130H Hercules,Venezuela AF,68.0,near Terceira-Lajes A...,Portugal,A1,1976
04-SEP-1976,DHC-3 Otter,Austin Airways,10.0,Abitibi Canyon n...,Canada,A1,1976
04-SEP-1976,DC-9-33RC,KLM,0.0,Larnaca Airport ...,Cyprus,H2,1976
04-SEP-1976,BN-2A-3 Islander,Air MahÃ©,0.0,Praslin Island,Seychelles,A1,1976
07-SEP-1976,Boeing 707-328,Air France,0.0,Ajaccio-Campo de...,France,C1,1976
07-SEP-1976,Douglas C-47 (DC-3),Kelowna Flightcraft,0.0,"near Brockett, BC",Canada,A1,1976
07-SEP-1976,U-1A Otter (DHC-3),Nicaraguan AF,1.0,La Piragua,Nicaragua,A1,1976
08-SEP-1976,Canadair CL-215,Spanish AF,3.0,near Pontevedra,Spain,A1,1976
09-SEP-1976,Antonov An-24RV,"Aeroflot, Belarus",52.0,near Anapa [Black Sea],Russia,A1,1976
09-SEP-1976,Yakovlev Yak-40,"Aeroflot, North Kavkaz",18.0,near Anapa [Black Sea],Russia,A1,1976
10-SEP-1976,Hawker Siddeley HS-121 Trident 3B,British Airways,63.0,near Vrbovec,Croatia,A1,1976
10-SEP-1976,DC-9-32,Inex-Adria Aviopromet,113.0,near Vrbovec,Croatia,A1,1976
10-SEP-1976,Boeing 727-231,TWA,0.0,"Montreal, Gander...",France,H2,1976
10-SEP-1976,Boeing 737-200,Indian Airlines,0.0,Lahore Airport (...,Pakistan,H2,1976
15-SEP-1976,Lockheed SP-2E Neptune,Argentine Navy,11.0,Livingston Island,Antarctica,A1,1976
16-SEP-1976,Curtiss C-46D,Aerosucre Colombia,2.0,near Aruba,Aruba,A1,1976
17-SEP-1976,Douglas C-47A (DC-3),Madhya Pradesh Government,0.0,Bhopal Airport (...,India,A1,1976
19-SEP-1976,Boeing 727-2F2,THY,154.0,near Isparta,Turkey,A1,1976
22-SEP-1976,DHC-6 Twin Otter 100,Airwest Airlines,1.0,"near Mosher Creek, BC",Canada,A1,1976
23-SEP-1976,Douglas C-47A (DC-3),Thai AF,6.146275647879436,Sakon Nakhon Air...,Thailand,A1,1976
26-SEP-1976,Boeing KC-135A,USAF,15.0,"near Alpena, MI",USA,A1,1976
26-SEP-1976,Learjet 25C,Banco Real,7.0,near SÃ£o Paulo-Virac...,Brazil,A1,1976
26-SEP-1976,Grumman G-1159 Gulfstream II,Johnson & Johnson,11.0,Hot Springs-Inga...,USA,A1,1976
26-SEP-1976,Antonov An-2P,"Aeroflot, West Siberia",6.146275647879436,Novosibirsk,Russia,C1,1976
??-SEP-1976,Douglas C-53-DO (DC-3),Spanish AF,6.146275647879436,Madrid-Cuatro Vi...,Spain,U1,1976
02-OCT-1976,Antonov An-2T,"Aeroflot, East Siberia",0.0,"near Khoito-Gol, Kyre...",Russia,A1,1976
04-OCT-1976,Douglas DC-7CF,Emirates Air Transport,4.0,near Nairobi,Kenya,A1,1976
06-OCT-1976,Douglas DC-8-43,Cubana,73.0,near Bridgetown Inter...,Barbados,C1,1976
12-OCT-1976,SE-210 Caravelle VI-N,Indian Airlines,95.0,Bombay-Santacruz...,India,A1,1976
13-OCT-1976,Boeing 707-131F,"Jet Power, op.for LAB",6.146275647879436,near Santa Cruz-El Tr...,Bolivia,A1,1976
13-OCT-1976,Douglas DC-6B,Ethiopian Airlines,0.0,Asmara Internati...,Eritrea,A1,1976
13-OCT-1976,Beech A100 King Air,Unknown,5.0,near San Luis Potosi,Mexico,A1,1976
25-OCT-1976,Douglas C-47 (DC-3),El Venado,36.0,near El Yopal Airport...,Colombia,A1,1976
28-OCT-1976,Embraer EMB-110C Bandeirante,Nordeste Linhas AÃ©reas,2.0,near Petrolina Intern...,Brazil,A1,1976
28-OCT-1976,DHC-4A Caribou,Abu Dhabi AF,6.146275647879436,Radum,U.A.E.,A1,1976
28-OCT-1976,Ilyushin Il-18,CSA,0.0,Munich,Germany,H2,1976
30-OCT-1976,Ilyushin Il-18V,"Aeroflot, Uzbekistan",0.0,Tashkent Airport...,Uzbekistan,A1,1976
30-OCT-1976,Convair CV-440-88,OMCO Petroleum Co.,0.0,Cairo Internatio...,Egypt,A1,1976
02-NOV-1976,Antonov An-2R,ZUA,6.146275647879436,RychnÃ³w,Poland,A1,1976
04-NOV-1976,Fokker F-27 Friendship 100,Bali Int. Air Service,29.0,near Banjarmasin-Sjam...,Indonesia,A1,1976
04-NOV-1976,Tupolev Tu-134A,LOT,0.0,Wien-Schwechat I...,Austria,H2,1976
05-NOV-1976,Douglas DC-3,Inair Panama,2.0,between CuraÃ§ao...,Atlantic Ocean,A1,1976
12-NOV-1976,Cessna 500 Citation I,Taxi AÃ©reo Jaragua,0.0,Rio de Janeiro-S...,Brazil,A1,1976
12-NOV-1976,Dassault Falcon 20E,Reynolds Tobacco,0.0,"Naples Airport, ...",USA,A1,1976
16-NOV-1976,DC-9-14,Texas International,0.0,Denver-Stapleton...,USA,A1,1976
18-NOV-1976,Howard 250,Depositor Canales,2.0,"Villa de Casas, ...",Mexico,A1,1976
19-NOV-1976,CASA C-212-A2 Aviocar 100,Portuguese AF,2.0,near Lisboa-Portela d...,Portugal,A1,1976
21-NOV-1976,Lockheed L-100-20 Hercules,Pacific Western,5.0,near Kisangani,D.R. Congo,A1,1976
22-NOV-1976,Shorts SC.7 Skyvan 3-200,Gulf Air,0.0,near Das Island,U.A.E.,A1,1976
22-NOV-1976,MBB HFB-320ECM Hansa Jet,German AF,5.0,SchwabmÃ¼nchen,Germany,A1,1976
23-NOV-1976,NAMC YS-11A-500,Olympic Airways,50.0,near Kozani-Philippos...,Greece,A1,1976
23-NOV-1976,Douglas C-47 (DC-3),Aerolineas La Paz,0.0,La Paz-El Alto A...,Bolivia,A1,1976
26-NOV-1976,Fairchild C-119 Flying Boxcar,Indian AF,0.0,near Tumkur,India,A1,1976
28-NOV-1976,Tupolev Tu-104B,"Aeroflot, Northern",73.0,"near Klushino, Solnec...",Russia,A1,1976
30-NOV-1976,Douglas C-117B (DC-3),U.S. Department of Agriculture,5.0,near Victoria,Mexico,A1,1976
04-DEC-1976,Lockheed C-130H Hercules,Moroccan AF,6.146275647879436,near Laayoune-Hassan ...,Morocco,C1,1976
07-DEC-1976,Yakovlev Yak-40,"Aeroflot, Ukraine",0.0,near Armavir Air Base,Russia,A1,1976
09-DEC-1976,Howard 500,Red River Ranch,2.0,Yosemite Nationa...,USA,A1,1976
10-DEC-1976,Douglas C-47A (DC-3),Austin Airways,0.0,Chisasibi Airpor...,Canada,A1,1976
12-DEC-1976,DHC-6 Twin Otter 300,"Allegheny Commuter, opb Atlantic City Airlines",4.0,Wildwood-Cape Ma...,USA,A1,1976
14-DEC-1976,Douglas C-47B (DC-3),Ethiopian Airlines,0.0,Oborso,Ethiopia,A1,1976
16-DEC-1976,DHC-6 Twin Otter 100,Airwest Airlines,0.0,"Juan de Fuca, BC",Canada,A1,1976
16-DEC-1976,Convair CV-880,Air Trine Inc,0.0,Miami Internatio...,USA,A1,1976
16-DEC-1976,Yakovlev Yak-40,"Aeroflot, Ukraine",5.0,near Kazakovskoye,Ukraine,A1,1976
17-DEC-1976,Antonov An-24,"Aeroflot, Ukraine",48.0,near Kiev-Zhulhyany A...,Ukraine,A1,1976
17-DEC-1976,Yakovlev Yak-40,"Aeroflot, East Siberia",7.0,near Ust-Kut Airport,Russia,A1,1976
18-DEC-1976,Ilyushin Il-14RR,"Aeroflot, Far East",8.0,near Yuzhno-Sakhalins...,Russia,A1,1976
21-DEC-1976,Lockheed C-130H Hercules,Iran AF,9.0,near Shiraz Airport (...,Iran,A1,1976
21-DEC-1976,DC-8,United Airlines,0.0,San Francisco In...,USA,H2,1976
21-DEC-1976,Antonov An-22A,Soviet AF,7.0,near Seshcha,Russia,A1,1976
25-DEC-1976,Boeing 707-366C,EgyptAir,6.146275647879436,near Bangkok-Don Muan...,Thailand,A1,1976
27-DEC-1976,Fairchild C-82A Packet,Transportes AÃ©reos Itenez,6.0,San RamÃ³n Airpo...,Bolivia,A1,1976
27-DEC-1976,Lockheed 18 Lodestar,private,0.0,Sinaloa de Leyva,Mexico,A1,1976
30-DEC-1976,Douglas C-54A (DC-4),Faucett PerÃº,24.0,near Trujillo Airport...,Peru,A1,1976
30-DEC-1976,BN-2A-3 Islander,Bali Int. Air Service,6.146275647879436,Mara,Indonesia,U1,1976
??-DEC-1976,Ilyushin Il-18V,Balkan Bulgarian,6.146275647879436,Tashkent Airport...,Uzbekistan,O1,1976
??-???-1976,Yakovlev Yak-40,"Aeroflot, East Siberia",0.0,unknown,Russia,A1,1976
??-???-1976,Tupolev Tu-104A,"Aeroflot, East Siberia",6.146275647879436,Kiev-Borispol Ai...,Ukraine,A1,1976
??-???-1976,Antonov An-12B,"Aeroflot, Northern",6.146275647879436,unknown,Unknown country,U1,1976
02-JAN-1977,Ilyushin Il-18V,CSA,0.0,Praha-Ruzyne Air...,Czech Rep.,A2,1977
02-JAN-1977,Tupolev Tu-134A,CSA,0.0,Praha-Ruzyne Air...,Czech Rep.,A1,1977
04-JAN-1977,BAC One-Eleven 520FN,Transbrasil,0.0,SÃ£o Paulo-Virac...,Brazil,A1,1977
06-JAN-1977,Douglas C-47A (DC-3),Transportes AÃ©reos Itenez,0.0,La Senda,Bolivia,A1,1977
06-JAN-1977,Learjet 24B,Jet Avia,4.0,"near Palm Springs, CA",USA,A1,1977
06-JAN-1977,Learjet 23,Jet Avia,2.0,near Flint-Bishop Air...,USA,A1,1977
06-JAN-1977,Douglas C-47B (DC-3),Rhodesian AF,3.0,near Chiredzi-Buffalo...,Zimbabwe,A1,1977
10-JAN-1977,Grumman HU-16 Albatross,Mexican Navy,3.0,near Puerto CortÃ©s,Mexico,A1,1977
10-JAN-1977,BN-2A Trislander Mk.III-2,Bali Int. Air Service,6.146275647879436,Samarinda Airpor...,Indonesia,U1,1977
11-JAN-1977,Boeing 747,TWA,0.0,London-Heathrow ...,U.K.,H2,1977
11-JAN-1977,Fairchild C-123K Provider,Thai AF,0.0,Bangkok-Don Muan...,Thailand,A1,1977
12-JAN-1977,Beech A100 King Air,Marchwiel Plant & Engineering,0.0,"Sturgate, Lincol...",U.K.,A1,1977
13-JAN-1977,DC-8-62AF,JAL,5.0,Anchorage Intern...,USA,A1,1977
13-JAN-1977,Tupolev Tu-104A,"Aeroflot, Far East",90.0,near Alma-Ata Airport...,Kazakhstan,A1,1977
14-JAN-1977,DHC-6 Twin Otter 300,Northern Thunderbird Air,12.0,"near Terrace Airport,...",Canada,A1,1977
15-JAN-1977,Vickers 838 Viscount,"Linjeflyg, lsf Skyline Sweden",22.0,near Stockholm-Bromma...,Sweden,A1,1977
15-JAN-1977,Douglas DC-3-277C,Air Sunshine,0.0,Miami Internatio...,USA,A1,1977
17-JAN-1977,Douglas C-47A (DC-3),Turkish AF,7.0,SÃ¼tÃ§Ã¼ler,Turkey,A1,1977
18-JAN-1977,Learjet 25B,Yugoslav Government,8.0,near Sarajevo Airport...,Bosnia,A1,1977
19-JAN-1977,Convair CV-440-86,NEBA,0.0,La China,Bolivia,A1,1977
19-JAN-1977,CASA C-207C (T.7) Azor,Spanish AF,11.0,near Chiva,Spain,A1,1977
20-JAN-1977,Martin 4-0-4,CAMBA,0.0,El Peru,Bolivia,A1,1977
21-JAN-1977,Antonov An-12BK-PPS,Soviet AF,8.0,"Krestsy, Novgoro...",Russia,A1,1977
26-JAN-1977,Douglas C-54D (DC-4),Frigorifico Reyes,0.0,San Borja Airpor...,Bolivia,A1,1977
29-JAN-1977,DHC-6 Twin Otter 300,British Antarctic Survey,0.0,Gomez Nunatak,Antarctica,A1,1977
31-JAN-1977,Chase YC-122C Avitruc,TransNorthern Aviation,1.0,Anchorage Intern...,USA,A1,1977
01-FEB-1977,Curtiss C-46D,SAB,0.0,Espiritu Airport,Bolivia,A1,1977
03-FEB-1977,Convair CV-440-11,Servicio AÃ©reo San Francisco,0.0,near Lagura,Bolivia,A1,1977
06-FEB-1977,Ford 5-AT-B Tri-Motor,Grand Canyon Airlines,0.0,Las Vegas-McCarr...,USA,A2,1977
07-FEB-1977,Douglas C-47A (DC-3),Dirgantara Air Services,6.146275647879436,Tanjung Santan A...,Indonesia,U1,1977
08-FEB-1977,Curtiss C-46D,Aerolineas Argo,0.0,near San Juan-Isla Gr...,Puerto Rico,A1,1977
09-FEB-1977,Hawker Siddeley HS-748,Bouraq Indonesia,0.0,Ujung Pandang-Ha...,Indonesia,A1,1977
09-FEB-1977,Morane Saulnier (FMA) MS.760 Paris I,Argentine AF,2.0,"Huinca Renanco, CD",Argentina,A1,1977
11-FEB-1977,Avia 14T,CSA,4.0,near Bratislava-Ivank...,Slovakia,A1,1977
13-FEB-1977,DC-9-32,THY,0.0,Izmir-Cigli Air ...,Turkey,H2,1977
14-FEB-1977,Douglas C-47A (DC-3),National Air Charter,6.146275647879436,Sumbawa Besar-Br...,Indonesia,A2,1977
14-FEB-1977,Antonov An-2,Polish AF,8.0,near Poznan,Poland,A1,1977
15-FEB-1977,Ilyushin Il-18V,"Aeroflot, Uzbekistan",77.0,near Mineralnye Vody ...,Russia,A1,1977
17-FEB-1977,Douglas C-47B (DC-3),SATENA,0.0,Camanaos,Colombia,A1,1977
21-FEB-1977,Lockheed 18 Lodestar,Private,0.0,"Truckee Airport,...",USA,A1,1977
22-FEB-1977,BN-2A-8 Islander,Maya Airways,0.0,Hill Bank,Belize,A1,1977
28-FEB-1977,Dornier Do 28D-2 Skyservant,German AF,0.0,Kaufbeuren,Germany,A1,1977
28-FEB-1977,Douglas C-47A (DC-3),Survair,4.0,"near Salluit Airport,...",Canada,A1,1977
28-FEB-1977,Douglas C-47A (DC-3),Kenn Borek Air,6.146275647879436,"Sugluk, QC",Canada,A1,1977
??-FEB-1977,Ilyushin Il-18B,CAAC,6.146275647879436,Shenyang Airport...,China,A1,1977
01-MAR-1977,Douglas C-47A (DC-3),Alyemda,19.0,near Aden Internation...,Yemen,A1,1977
02-MAR-1977,Douglas C-47 (DC-3),Transportes AÃ©reos de Nayarit,5.0,AmatlÃ¡n de Jora,Mexico,A1,1977
03-MAR-1977,Lockheed C-130H Hercules,Italian AF,44.0,near Pisa-Arturo dell...,Italy,A1,1977
04-MAR-1977,Boeing KC-135A,USAF,0.0,Rome-Griffiss AF...,USA,O1,1977
04-MAR-1977,DC-8-63CF,ONA,2.0,Niamey,Niger,A1,1977
04-MAR-1977,Douglas C-54E (DC-4),Interamerica Air Lease,0.0,"Monroe Station, FL",USA,A1,1977
07-MAR-1977,Canadair CL-215,Spanish AF,0.0,Fuenterrabia,Spain,A1,1977
14-MAR-1977,Boeing 727-256,Iberia,0.0,ZÃ¼rich-Kloten A...,Switzerland,H2,1977
17-MAR-1977,Boeing 727-281,All Nippon,0.0,Hakodate,Japan,H2,1977
17-MAR-1977,Boeing 727-281,All Nippon,1.0,Tokyo,Japan,H2,1977
17-MAR-1977,Boeing 707-436,British Airtours,0.0,Glasgow-Prestwic...,U.K.,A1,1977
17-MAR-1977,Douglas DC-3-201A,private,0.0,"near LaBelle, FL",USA,A1,1977
18-MAR-1977,Antonov An-2R,"Aeroflot, Uzbekistan",2.0,near Forish,Uzbekistan,A1,1977
19-MAR-1977,Boeing 727-2F2,THY,0.0,Beirut Internati...,Lebanon,H2,1977
22-MAR-1977,Boeing 707,Singapore Airlines,0.0,"Perth Airport, W...",Australia,A2,1977
25-MAR-1977,Douglas C-53-DO (DC-3),Island Traders,0.0,St. Thomas,U.S. Virgin Isl.,A1,1977
27-MAR-1977,Boeing 747-121,Pan Am,335.0,Tenerife-Los Rod...,Spain,A1,1977
27-MAR-1977,Boeing 747-206B,KLM,248.0,Tenerife-Los Rod...,Spain,A1,1977
28-MAR-1977,Douglas C-47A (DC-3),"Pinehurst Airlines, op.for Emery Worldwide",0.0,Chicago-O'Hare I...,USA,A1,1977
29-MAR-1977,DHC-6 Twin Otter 300,Merpati Nusantara,13.0,Bainaha Valley,Indonesia,A1,1977
30-MAR-1977,Yakovlev Yak-40,"Aeroflot, Ukraine",8.0,near Zhdanov Airport ...,Ukraine,A1,1977
31-MAR-1977,Douglas DC-3-217B,Swiftair,8.0,near Sanga-Sanga,Philippines,C2,1977
31-MAR-1977,Lockheed L-188C Electra,Nordair,0.0,"CFB Summerside, ...",Canada,A1,1977
31-MAR-1977,Canadair CP-107 Argus Mk.2,Canadian Armed Forces,3.0,"CFB Summerside, ...",Canada,A1,1977
01-APR-1977,T-39D Sabreliner,US Navy,5.0,"near San Diego, CA",USA,A1,1977
02-APR-1977,Tupolev Tu-134A,Aviogenex,8.0,Libreville Airpo...,Gabon,A1,1977
03-APR-1977,Dassault Falcon 10,Mountain Bell Telephone,4.0,"near Denver, CO",USA,A1,1977
04-APR-1977,DC-9-31,Southern Airways,6.146275647879436,"New Hope, GA",USA,A1,1977
05-APR-1977,Ilyushin Il-14FKM,"Aeroflot, West Siberia",6.0,"near Penek, Chulymsky...",Russia,A1,1977
05-APR-1977,Douglas C-47A (DC-3),National Remote Sensing Agency,10.0,"Edavlli, Prakasa...",India,A1,1977
06-APR-1977,Shin Meiwa PS-1,Japanese Navy,1.0,near Iwakuni MCAS,Japan,A1,1977
09-APR-1977,Convair CV-240-0,American Velodur Metal,0.0,"Hyannis, MA",USA,A1,1977
09-APR-1977,Nord 262A-27,Altair Airlines,3.0,near Reading Municipa...,USA,A1,1977
10-APR-1977,Douglas DC-3A-438,El Venado,35.0,Saliente del Rio...,Colombia,A1,1977
11-APR-1977,Douglas C-47B (DC-3),Superior Airways,0.0,Wunnummin Lake A...,Canada,A1,1977
11-APR-1977,Canadair CL-215,Spanish AF,0.0,near Valencia,Spain,A1,1977
13-APR-1977,Howard 350,Equipment Specialists,2.0,"Tenerife, Magdalena",Colombia,A1,1977
16-APR-1977,Douglas C-47A (DC-3),FEAT,0.0,Tainan Airport (...,Taiwan,A1,1977
18-APR-1977,DC-8-53,Philippine Air Lines,0.0,Tokyo-Haneda Air...,Japan,A1,1977
18-APR-1977,Beech 200 Super King Air,Tidewater Marine Services,5.0,"near Ruddock, LA",USA,A1,1977
19-APR-1977,Antonov An-24,Soviet AF,21.0,Moe,Estonia,A1,1977
20-APR-1977,Douglas C-47A (DC-3),La Urraca,0.0,near Sabana Larga,Venezuela,A2,1977
21-APR-1977,Ilyushin Il-18V,Tarom,0.0,Bucharest-Otopen...,Romania,A1,1977
23-APR-1977,Embraer C-95 Bandeirante (EMB-110),Brazilian AF,0.0,"Natal Airport, R...",Brazil,A1,1977
24-APR-1977,Tupolev Tu-134,LOT,0.0,KrakÃ³w Internat...,Poland,H2,1977
25-APR-1977,Fokker F-27 Friendship 200,Nigeria Airways,0.0,Sokoto Airport (...,Nigeria,A1,1977
27-APR-1977,Convair CV-440,Aviateca,0.0,near Guatemala City,Guatemala,A1,1977
27-APR-1977,Rockwell Sabreliner 75A,Rockwell,0.0,Wheeling-Palwauk...,USA,A1,1977
28-APR-1977,Hawker Siddeley HS-125-600A,Southern Company Services,4.0,"McLean, VA",USA,A1,1977
28-APR-1977,Learjet 35,Arab Wings,2.0,Riyadh Internati...,Saudi Arabia,A1,1977
28-APR-1977,Boeing KC-135A,USAF,0.0,Marysville-Beale...,USA,A1,1977
29-APR-1977,NAMC YS-11A-202,Cruzeiro do Sul,0.0,Navegantes Airpo...,Brazil,A1,1977
02-MAY-1977,Boeing 727-256,Iberia,0.0,Roma-Fiumicino A...,Italy,H2,1977
06-MAY-1977,Curtiss C-46F,Inter Air,0.0,"near Fort Lauderdale, FL",USA,A1,1977
07-MAY-1977,Antonov An-2,"Aeroflot, Tyumen",15.0,near Tavda,Russia,A1,1977
07-MAY-1977,Antonov An-2TP,"Aeroflot, Uralsk",14.0,near Tavda,Russia,A1,1977
07-MAY-1977,Antonov An-2T,"Aeroflot, Far East",4.0,near Ayanka Airstrip,Russia,A1,1977
08-MAY-1977,Boeing 747,Northwest Orient Airlines,0.0,Tokyo-Haneda Air...,Japan,H2,1977
09-MAY-1977,DH-114 Heron 1B,Air North,0.0,Ardmore Airport ...,New Zealand,A1,1977
11-MAY-1977,Dornier Do 28D-1 Skyservant,Gum Air,0.0,Drietabbetje,Suriname,A1,1977
12-MAY-1977,Douglas DC-3 (R4D-1),"Patricia Air Services, lsf Ontario Central Airlines",1.0,Pickle Lake Airp...,Canada,A1,1977
12-MAY-1977,BN-2A-21 Islander,Geofoto,1.0,"near Curitiba, PR",Brazil,A1,1977
12-MAY-1977,Convair VC-131H (CV-580),USAF,0.0,Greenville-Major...,USA,A1,1977
13-MAY-1977,Antonov An-12BP,LOT,9.0,Aramoun,Lebanon,A1,1977
14-MAY-1977,Boeing 707-321C,"Dan-Air Services, op.for IAS Cargo",6.0,near Lusaka Airport (...,Zambia,A1,1977
20-MAY-1977,Lockheed 18 Lodestar,Trans Alaska Produce Corp.,0.0,"Lone Pine, CA",USA,A1,1977
21-MAY-1977,GAF Nomad N.22B,Douglas Airways,0.0,Wewak-Boram Airp...,P.N. Guinea,A1,1977
23-MAY-1977,Douglas C-47A (DC-3),LADE,0.0,"MorÃ³n, BA",Argentina,A1,1977
26-MAY-1977,Learjet 25B,Ponderosa/Chrysler Corp.,0.0,Detroit City Air...,USA,A1,1977
26-MAY-1977,Antonov An-24B,"Aeroflot, Latvia",0.0,Stockholm-Arland...,Sweden,H2,1977
26-MAY-1977,Canadair CL-215,Hellenic AF,3.0,Korinth,Greece,A1,1977
27-MAY-1977,Ilyushin Il-62M,"Aeroflot, International",67.0,near Havana-JosÃ© Mar...,Cuba,A1,1977
28-MAY-1977,Yakovlev Yak-40EC,Avioligure,0.0,Genoa-Cristoforo...,Italy,A1,1977
30-MAY-1977,Douglas C-47A (DC-3),Rhodesian AF,1.0,near Mapai,Mozambique,C1,1977
03-JUN-1977,Boeing 727-224,Continental Air Lines,0.0,Tucson Internati...,USA,A2,1977
05-JUN-1977,Boeing 707,MEA,0.0,Kuwait,Kuwait,H2,1977
06-JUN-1977,Fokker F-27 Friendship 400M,Sudan Airways,0.0,El Fasher Airpor...,Sudan,A1,1977
