,date,type,operator,fatalities,location,country,cat,year,is_fatal,decade,severity
14760,12-MAY-1982,Lockheed C-130E Hercules,USAF,7.0,"Judsonia, AR",USA,A1,1982,1,1980,Low Fatalities
14761,12-MAY-1982,Douglas Dc-3 Hiper,Transamazonica Colombia,0.0,Miraflores,Colombia,A2,1982,0,1980,No Fatalities
14762,12-MAY-1982,Antonov An-24T,Soviet AF,5.0,near Petrovsk Air Base,Russia,A1,1982,1,1980,Low Fatalities
14763,15-MAY-1982,Martin 4-0-4,private,0.0,"Madera, CA",USA,A1,1982,0,1980,No Fatalities
14764,15-MAY-1982,Dhc-6 Twin Otter 300,"Kenn Borek Air, op.for Panarctic Oils",0.0,North Pole,Arctic Ocean,A1,1982,0,1980,No Fatalities
14765,16-MAY-1982,Dhc-6 Twin Otter 200,"Kodiak Aviation, op.for Wien Air Alaska",0.0,"Hooper Bay, AK",USA,A1,1982,0,1980,No Fatalities
14766,16-MAY-1982,Learjet 25B,TAM,0.0,"Uberaba Airport,...",Brazil,A1,1982,0,1980,No Fatalities
14767,18-MAY-1982,Douglas Dc-3C,Taxi AÃ©reo del Guaviare,0.0,Villavicencio Ai...,Colombia,H2,1982,0,1980,No Fatalities
14768,19-MAY-1982,Cessna 551 Citation Ii/Sp,Hurler Flugdienst,8.0,near Kassel-Calden Ai...,Germany,A1,1982,1,1980,Low Fatalities
14769,21-MAY-1982,Bac One-Eleven,Philippine Air Lines,0.0,Cebu Airport (CEB),Philippines,H2,1982,0,1980,No Fatalities
14770,22-MAY-1982,Learjet 23,Jet America Int.,0.0,Sarasota-Bradent...,USA,O1,1982,0,1980,No Fatalities
14771,22-MAY-1982,Embraer Emb-110P Bandeirante,Rio Sul,0.0,near FlorianÃ³polis-H...,Brazil,A1,1982,0,1980,No Fatalities
14772,25-MAY-1982,Boeing 737-2A1,VASP,2.0,Brasilia Interna...,Brazil,A1,1982,1,1980,Low Fatalities
14773,27-MAY-1982,Boeing 727-2B6,RAM,0.0,Tunis-Carthage A...,Tunisia,H2,1982,0,1980,No Fatalities
14774,29-MAY-1982,Morane Saulnier Ms.760 Paris I,French AF,6.146275647879436,Biarritz (BIQ),France,A1,1982,1,1980,Low Fatalities
14775,29-MAY-1982,Embraer Emb-110P1 Bandeirante,TAVINA,0.0,near Barranquilla-Ern...,Colombia,A1,1982,0,1980,No Fatalities
14776,31-MAY-1982,Yakovlev Yak-40,"Aeroflot, North Kavkaz",0.0,Dnepropetrovsk A...,Ukraine,A1,1982,0,1980,No Fatalities
14777,01-JUN-1982,Lockheed C-130H Hercules,Argentine AF,7.0,near Pebble Island,Falkland Isl.,C1,1982,1,1980,Low Fatalities
14778,01-JUN-1982,Fairchild C-123J Provider,South Korea AF,53.0,near Seoul-Seongnam A...,South Korea,A1,1982,1,1980,High Fatalities
14779,02-JUN-1982,Dc-9-32,Air Canada,0.0,Montreal-Dorval ...,Canada,O1,1982,0,1980,No Fatalities
14780,02-JUN-1982,Iai Arava 201,Colombian AF,0.0,Rondon Airport (...,Colombia,A1,1982,0,1980,No Fatalities
14781,03-JUN-1982,Antonov An-2R,"Aeroflot, Far East",0.0,Polevoye,Russia,A1,1982,0,1980,No Fatalities
14782,04-JUN-1982,Antonov An-2R,WSK Okecie,6.146275647879436,Zegrze Pomorskie,Poland,U1,1982,1,1980,Low Fatalities
14783,04-JUN-1982,Antonov An-2R,"Aeroflot, Lithuania",0.0,"Dvoinovski, Volg...",Russia,A1,1982,0,1980,No Fatalities
14784,06-JUN-1982,Douglas C-47A (Dc-3),Fromhagen Aviation,0.0,St. Petersburg I...,USA,A1,1982,0,1980,No Fatalities
14785,07-JUN-1982,Learjet 35A,Argentine AF,5.0,near Pebble Island (I...,Falkland Isl.,C1,1982,1,1980,Low Fatalities
14786,08-JUN-1982,Boeing 727-212,VASP,137.0,Serra de Pacatub...,Brazil,A1,1982,1,1980,High Fatalities
14787,09-JUN-1982,Fokker F-27 Friendship 600,TAA,0.0,"RAAF Amberley, QLD",Australia,A1,1982,0,1980,No Fatalities
14788,09-JUN-1982,Unknown,LOT,0.0,Warszawa-Okecie ...,Poland,H2,1982,0,1980,No Fatalities
14789,11-JUN-1982,Antonov An-2R,"Aeroflot, North Kavkaz",0.0,Krasnoarmeiskaya,Russia,A1,1982,0,1980,No Fatalities
14790,12-JUN-1982,Boeing 720-023B,MEA,0.0,Beirut Internati...,Lebanon,C1,1982,0,1980,No Fatalities
14791,12-JUN-1982,Fairchild Fh-227B,TABA,44.0,Tabatinga Intern...,Brazil,A1,1982,1,1980,Medium Fatalities
14792,16-JUN-1982,Boeing 720-023B,MEA,0.0,Beirut Internati...,Lebanon,C1,1982,0,1980,No Fatalities
14793,16-JUN-1982,Boeing 720-023B,MEA,0.0,Beirut Internati...,Lebanon,C1,1982,0,1980,No Fatalities
14794,16-JUN-1982,Boeing 720-047B,MEA,0.0,Beirut Internati...,Lebanon,C1,1982,0,1980,No Fatalities
14795,16-JUN-1982,Boeing 707-323C,TMA,0.0,Beirut Internati...,Lebanon,C1,1982,0,1980,No Fatalities
14796,16-JUN-1982,Boeing 707-3B4C,MEA,0.0,Beirut Internati...,Lebanon,C1,1982,0,1980,No Fatalities
14797,17-JUN-1982,Tupolev Tu-134Ik,Ministry of Radio Equipment Production,15.0,near Severomorsk-1 Na...,Russia,A1,1982,1,1980,Medium Fatalities
14798,22-JUN-1982,Boeing 707-437,Air-India,17.0,Bombay-Santacruz...,India,A1,1982,1,1980,Medium Fatalities
14799,23-JUN-1982,Dhc-7-102,Henson Airlines,0.0,Staunton-Shenand...,USA,H2,1982,0,1980,No Fatalities
14800,24-JUN-1982,Boeing 747-236B,British Airways,0.0,near Jakarta,Indonesia,A2,1982,0,1980,No Fatalities
14801,25-JUN-1982,Dc-8-62,SAS,0.0,KÃ¸benhavn-Kastr...,Denmark,A2,1982,0,1980,No Fatalities
14802,28-JUN-1982,Yakovlev Yak-42,"Aeroflot, Leningrad",132.0,"near Verbovichi, Naro...",Belarus,A1,1982,1,1980,High Fatalities
14803,29-JUN-1982,Fairchild F-27A,Norcanair,0.0,Wollaston Lake A...,Canada,A1,1982,0,1980,No Fatalities
14804,30-JUN-1982,Boeing 747-243B,Alitalia,0.0,Bangkok-Don Muan...,Thailand,H2,1982,0,1980,No Fatalities
14805,06-JUL-1982,Ilyushin Il-62M,"Aeroflot, International",90.0,near Moskva-Sheremety...,Russia,A1,1982,1,1980,High Fatalities
14806,06-JUL-1982,Bn-2A-8 Islander,MAS,6.146275647879436,Long Semado-Lawa...,Malaysia,A1,1982,1,1980,Low Fatalities
14807,09-JUL-1982,Boeing 727-235,Pan Am,6.146275647879436,near New Orleans Inte...,USA,A1,1982,1,1980,Low Fatalities
14808,10-JUL-1982,Alenia G-222Tcm,Italian AF,4.0,Greve in Chianti,Italy,A1,1982,1,1980,Low Fatalities
14809,11-JUL-1982,Hawker Siddeley Hs-748,Philippine Air Lines,1.0,Jolo Airport (JOL),Philippines,A1,1982,1,1980,Low Fatalities
14810,14-JUL-1982,Swearingen Sa226-At Merlin Iv,"South African AF, lsf South African Police",8.0,near Waterkloof Air F...,South Africa,A1,1982,1,1980,Low Fatalities
14811,16-JUL-1982,Antonov An-2T,"Aeroflot, Yakutsk",0.0,near Lake Bolshoye Toko,Russia,A1,1982,0,1980,No Fatalities
14812,22-JUL-1982,Martin 4-0-4,Marco Island Airways,0.0,Havana-JosÃ© Mar...,Cuba,H2,1982,0,1980,No Fatalities
14813,25-JUL-1982,Ilyushin Il-18,CAAC,0.0,near Shanghai,China,H2,1982,0,1980,No Fatalities
14814,30-JUL-1982,Douglas C-47D (Dc-3),Pronto Aviation Services,0.0,near El Paso Internat...,USA,A1,1982,0,1980,No Fatalities
14815,30-JUL-1982,Lockheed Hc-130H Hercules,US Coast Guard,2.0,near Attu Island-Casc...,USA,A1,1982,1,1980,Low Fatalities
14816,30-JUL-1982,Vickers 843 Viscount,China Air Force,1.0,near Jiangsu Province,China,H2,1982,1,1980,Low Fatalities
14817,01-AUG-1982,Boeing 720-047B,MEA,0.0,Beirut Internati...,Lebanon,C1,1982,0,1980,No Fatalities
14818,04-AUG-1982,Boeing 727-21,Aerotal Colombia,0.0,Santa Marta-Simo...,Colombia,A1,1982,0,1980,No Fatalities
14819,04-AUG-1982,Boeing 737-200,Indian Airlines,0.0,Amritsar-Raja Sa...,India,H2,1982,0,1980,No Fatalities
14820,11-AUG-1982,Boeing 747-121,Pan Am,1.0,near Hawaii,Pacific Ocean,C2,1982,1,1980,Low Fatalities
14821,12-AUG-1982,Dhc-6 Twin Otter 300,Burma Airways,8.0,Mindat,Myanmar,A1,1982,1,1980,Low Fatalities
14822,14-AUG-1982,Let L-410M,"Aeroflot, Georgia",11.0,Sukhumi-Babusher...,Georgia,A1,1982,1,1980,Medium Fatalities
14823,14-AUG-1982,Tupolev Tu-134A,"Aeroflot, Georgia",0.0,Sukhumi-Babusher...,Georgia,A1,1982,0,1980,No Fatalities
14824,14-AUG-1982,Yakovlev Yak-40,MAP Kazan MSZ,4.0,near Bazarnyye Mataki,Russia,A1,1982,1,1980,Low Fatalities
14825,14-AUG-1982,Iai Arava 201,Sandinist AF,20.0,Managua-Augusto ...,Nicaragua,A1,1982,1,1980,Medium Fatalities
14826,16-AUG-1982,Embraer Emb-110P1 Bandeirante,Dolphin Airways,0.0,West Palm Beach ...,USA,H2,1982,0,1980,No Fatalities
14827,19-AUG-1982,Antonov An-2R,"Aeroflot, Leningrad",0.0,"near Dno, Pskov region",Russia,A1,1982,0,1980,No Fatalities
14828,20-AUG-1982,Boeing 737-200,Indian Airlines,1.0,Amritsar Airport...,India,H2,1982,1,1980,Low Fatalities
14829,20-AUG-1982,Bn-2A Islander,Inter Island Air Services,6.0,La Soufriere Vol...,St. Vincent,A1,1982,1,1980,Low Fatalities
14830,20-AUG-1982,Swearingen Sa226-Tc Metro Ii,Air Midwest,0.0,Kansas City Down...,USA,A2,1982,0,1980,No Fatalities
14831,22-AUG-1982,Douglas C-47A (Dc-3),Ethiopian Airlines,0.0,Makale Airport (...,Ethiopia,A1,1982,0,1980,No Fatalities
14832,24-AUG-1982,Antonov An-12Bp,Soviet AF,1.0,near Chita,Russia,A1,1982,1,1980,Low Fatalities
14833,25-AUG-1982,Convair Cv-440,"National Flight Services, op.for Air Resorts Airlines",0.0,"near Wolf Creek Pass, CO",USA,A1,1982,0,1980,No Fatalities
14834,25-AUG-1982,Ilyushin Il-18E,LOT,0.0,MÃ¼nchen-Riem Ai...,Germany,H2,1982,0,1980,No Fatalities
14835,25-AUG-1982,Antonov An-2R,Slov-Air,6.146275647879436,Smedava,Czech Rep.,A1,1982,1,1980,Low Fatalities
14836,26-AUG-1982,Boeing 737-2Q3,Southwest Air Lines,0.0,Ishigaki Airport...,Japan,A1,1982,0,1980,No Fatalities
14837,27-AUG-1982,Antonov An-2R,Slov-Air,0.0,Strachotice,Czech Rep.,H1,1982,0,1980,No Fatalities
14838,28-AUG-1982,Antonov An-24Tv,Iraqi Airways,6.146275647879436,Nasiriyah Airpor...,Iraq,A1,1982,1,1980,Low Fatalities
14839,31-AUG-1982,Lockheed C-141B Starlifter,USAF,9.0,"near Knoxville, TN",USA,A1,1982,1,1980,Low Fatalities
14840,01-SEP-1982,Dhc-4A Caribou,Aerolineas Condor,44.0,near Valladolid,Ecuador,A1,1982,1,1980,Medium Fatalities
14841,03-SEP-1982,Learjet 25B,Companhia Brasileira de Tratores,10.0,near Rio Branco Airpo...,Brazil,A1,1982,1,1980,Low Fatalities
14842,05-SEP-1982,Douglas Dc-8-51,Intercontinental Airlines,0.0,London-Stansted ...,U.K.,A2,1982,0,1980,No Fatalities
14843,09-SEP-1982,Antonov An-2R,"Aeroflot, Ukraine",0.0,Khorezm region,Uzbekistan,A1,1982,0,1980,No Fatalities
14844,09-SEP-1982,Fairchild Fh-227E,Autec,0.0,near Andros Town Airp...,Bahamas,A2,1982,0,1980,No Fatalities
14845,09-SEP-1982,Antonov An-2R,"Aeroflot, Azerbaijan",0.0,near Imishli,Azerbaijan,A1,1982,0,1980,No Fatalities
14846,10-SEP-1982,Boeing 707-348C,Sudan Airways,0.0,near Khartoum,Sudan,A1,1982,0,1980,No Fatalities
14847,13-SEP-1982,Dc-10-30Cf,Spantax,50.0,MÃ¡laga Airport ...,Spain,A1,1982,1,1980,Medium Fatalities
14848,17-SEP-1982,Dc-8-61,JAL,0.0,Shanghai-Hongqia...,China,A1,1982,0,1980,No Fatalities
14849,17-SEP-1982,Beech 200 Super King Air,Private,0.0,Huntington Beach...,USA,A2,1982,0,1980,No Fatalities
14850,18-SEP-1982,Dhc-3 Otter,Central Mountain Air Services,5.0,"near Two Bridge Lake, BC",Canada,A1,1982,1,1980,Low Fatalities
14851,18-SEP-1982,Beech B200C Super King Air,Jetair,3.0,near Luxembourg-Finde...,Luxembourg,A1,1982,1,1980,Low Fatalities
14852,20-SEP-1982,Swearingen Sa226-At Merlin Iv,Thai AF,0.0,Hat Yai Airport ...,Thailand,A1,1982,0,1980,No Fatalities
14853,24-SEP-1982,Dhc-4A Caribou,Royal Malaysian AF,7.0,near Kampung Atap,Malaysia,A1,1982,1,1980,Low Fatalities
14854,25-SEP-1982,Boeing 727-243,Alitalia,0.0,Catania-Fontanar...,Italy,H2,1982,0,1980,No Fatalities
14855,28-SEP-1982,Antonov An-2R,"Aeroflot, Kazakstan",0.0,Chimkent region,Kazakhstan,A1,1982,0,1980,No Fatalities
14856,29-SEP-1982,Ilyushin Il-62M,"Aeroflot, International",7.0,Luxembourg-Finde...,Luxembourg,A1,1982,1,1980,Low Fatalities
14857,05-OCT-1982,Fokker F-27 Friendship 200,Sudan Airways,0.0,Merowe Airport (...,Sudan,A1,1982,0,1980,No Fatalities
14858,08-OCT-1982,Vickers 828 Viscount,SAN,0.0,Cuenca Airport (...,Ecuador,A1,1982,0,1980,No Fatalities
14859,12-OCT-1982,Douglas C-47A (Dc-3),Comair,0.0,near Graskop,South Africa,A1,1982,0,1980,No Fatalities
14860,14-OCT-1982,Tupolev Tu-134A,Balkan Bulgarian,0.0,Wien-Schwechat A...,Austria,H2,1982,0,1980,No Fatalities
14861,16-OCT-1982,Lockheed C-130B Hercules,Colombian AF,5.0,"near Cape May, NJ, USA",Atlantic Ocean,A1,1982,1,1980,Low Fatalities
14862,17-OCT-1982,Boeing 707-366C,EgyptAir,0.0,GenÃ¨ve-Cointrin...,Switzerland,A1,1982,0,1980,No Fatalities
14863,18-OCT-1982,Lockheed 18 Learstar I,Vintage Sales Corp.,3.0,"Kosciusko, MS",USA,A1,1982,1,1980,Low Fatalities
14864,27-OCT-1982,Lockheed L-1011 Tristar,TWA,0.0,Los Angeles Inte...,USA,H2,1982,0,1980,No Fatalities
14865,31-OCT-1982,Curtiss C-46 Super C,Ilford Riverton,0.0,Shamattawa Airpo...,Canada,A1,1982,0,1980,No Fatalities
14868,04-NOV-1982,Embraer Emb-110P2 Bandeirante,Talair,0.0,Port Moresby-Jac...,P.N. Guinea,A1,1982,0,1980,No Fatalities
14869,06-NOV-1982,Learjet 24D,Duncan Aviation,0.0,"Elizabeth City, NC",USA,A2,1982,0,1980,No Fatalities
14870,06-NOV-1982,Bn-2A Islander,Penina,0.0,Serra de Monchique,Portugal,A1,1982,0,1980,No Fatalities
14871,06-NOV-1982,Learjet 25,Duncan Aviation,0.0,"Elizabeth City, NC",USA,A2,1982,0,1980,No Fatalities
14872,07-NOV-1982,Antonov An-24B,"Aeroflot, North Kavkaz",0.0,Sinop Airport (SIC),Turkey,H2,1982,0,1980,No Fatalities
14873,08-NOV-1982,Casa/Nurtanio Nc-212 Aviocar,Deraya Air Taxi,6.146275647879436,near Bontang,Indonesia,A1,1982,1,1980,Low Fatalities
14874,12-NOV-1982,Swearingen Sa226-At Merlin Iv,Danair,0.0,KÃ¸benhavn-Kastr...,Denmark,A1,1982,0,1980,No Fatalities
14875,12-NOV-1982,Cessna 501 Citation I/Sp,Cessna Aircraft,0.0,"Wichita, KS",USA,A1,1982,0,1980,No Fatalities
14876,16-NOV-1982,Embraer C-95 Bandeirante (Emb-110),Brazilian AF,3.0,near Rio de Janeiro-S...,Brazil,A1,1982,1,1980,Low Fatalities
14877,16-NOV-1982,Lockheed Cc-130H Hercules,Canadian Armed Forces,7.0,Edmonton-Namao F...,Canada,A1,1982,1,1980,Low Fatalities
14878,18-NOV-1982,Cessna 551 Citation Ii/Sp,Coin Acceptors,3.0,near Mountain View Ai...,USA,A1,1982,1,1980,Low Fatalities
14879,18-NOV-1982,Antonov An-2R,"Aeroflot, Ukraine",0.0,Dnepropetrovsk r...,Ukraine,A1,1982,0,1980,No Fatalities
14880,22-NOV-1982,Antonov An-24V,LOT,0.0,Berlin-Tempelhof...,Germany,H2,1982,0,1980,No Fatalities
14881,27-NOV-1982,Tupolev Tu-154B-2,Malev,0.0,Warszawa-Okecie ...,Poland,H2,1982,0,1980,No Fatalities
14882,29-NOV-1982,Boeing 727-21,Aerotal Colombia,0.0,Santa Marta-Simo...,Colombia,A1,1982,0,1980,No Fatalities
14883,29-NOV-1982,Antonov An-26,TAAG,15.0,Monte Bibala,Angola,A1,1982,1,1980,Medium Fatalities
14884,29-NOV-1982,Dhc-6 Twin Otter 310,ACES,22.0,near Quetame,Colombia,A1,1982,1,1980,Medium Fatalities
14885,??-NOV-1982,Douglas Dc-3C,Airfast Indonesia,6.146275647879436,Pontianak,Indonesia,U1,1982,1,1980,Low Fatalities
14886,01-DEC-1982,Bn-2 Islander,Flight Centre Victoria,0.0,Abbotsford Airpo...,Canada,H2,1982,0,1980,No Fatalities
14887,04-DEC-1982,Boeing 707-323B,Global Int. Airways,0.0,Brasilia Interna...,Brazil,A1,1982,0,1980,No Fatalities
14888,05-DEC-1982,Douglas C-53-Do (Dc-3),private,0.0,Burbank/Glendale...,USA,A1,1982,0,1980,No Fatalities
14889,06-DEC-1982,Learjet 35A,Transair SA,0.0,Paris-Le Bourget...,France,A1,1982,0,1980,No Fatalities
14890,07-DEC-1982,Swearingen Sa227-Ac Metro Iii,Pioneer Airlines,2.0,near Pueblo Memorial ...,USA,A1,1982,1,1980,Low Fatalities
14891,09-DEC-1982,Fairchild F-27A,Aeronor Chile,46.0,La Serena-La Flo...,Chile,A1,1982,1,1980,Medium Fatalities
14892,10-DEC-1982,Hawker Siddeley Hs-748,Bouraq Indonesia,0.0,Manado Airport (...,Indonesia,A1,1982,0,1980,No Fatalities
14893,12-DEC-1982,Douglas C-47A (Dc-3),TALA,6.146275647879436,near Mariquita Airpor...,Colombia,A1,1982,1,1980,Low Fatalities
14894,16-DEC-1982,Antonov An-24B,"Aeroflot, Central Region",0.0,"Sakhanskoye, Shi...",Ukraine,A1,1982,0,1980,No Fatalities
14895,23-DEC-1982,Antonov An-26,"Aeroflot, Turkmenistan",16.0,near Rostov Airport (...,Russia,A1,1982,1,1980,Medium Fatalities
14896,24-DEC-1982,Ilyushin Il-18B,CAAC,25.0,Guangzhou-Baiyun...,China,A1,1982,1,1980,Medium Fatalities
14898,30-DEC-1982,Boeing 727,United Airlines,0.0,Pittsburgh Inter...,USA,H2,1982,0,1980,No Fatalities
14899,??-???-1982,Douglas C-54Q (Dc-4),Florida Aircraft Leasing,6.146275647879436,Great Abaco,Bahamas,U1,1982,1,1980,Low Fatalities
14901,??-???-1982,Douglas C-47B (Dc-3),Bangko Sentral Ng Pilipinas,6.146275647879436,Manila,Philippines,U1,1982,1,1980,Low Fatalities
14902,03-JAN-1983,Canadair Challenger 600,A.E. Stanley Manufacturing Co.,2.0,near Hailey-Sun Valle...,USA,A1,1983,1,1980,Low Fatalities
14903,07-JAN-1983,Boeing 727,Delta Air Lines,0.0,Boston-Logan Int...,USA,H2,1983,0,1980,No Fatalities
14904,07-JAN-1983,Boeing 727-86,Iran Air,0.0,Tehran-Mehrabad ...,Iran,A1,1983,0,1980,No Fatalities
14905,09-JAN-1983,Convair Cv-580-11-A,Republic Airlines,1.0,Brainerd-Crow Wi...,USA,A2,1983,1,1980,Low Fatalities
14906,11-JAN-1983,Lockheed 18 Lodestar,private,0.0,"Madison, GA",USA,A1,1983,0,1980,No Fatalities
14907,11-JAN-1983,Dc-8-54F,United Airlines,3.0,Detroit-Metropol...,USA,A1,1983,1,1980,Low Fatalities
14908,11-JAN-1983,Rockwell Sabreliner 65,Sun Oil Co,5.0,near Toronto Internat...,Canada,A1,1983,1,1980,Low Fatalities
14909,12-JAN-1983,Lockheed L-1049G Super Constellation,Indian Navy,0.0,Mumbai (Bombay),India,A1,1983,0,1980,No Fatalities
14910,12-JAN-1983,Bn-2A-21 Islander,Indian AF,0.0,near Alleypey,India,A1,1983,0,1980,No Fatalities
14911,16-JAN-1983,Douglas Dc-3C,Unknown,0.0,"near Bay City, TX",USA,A1,1983,0,1980,No Fatalities
14912,16-JAN-1983,Boeing 727-2F2,THY,47.0,Ankara-Esenboga ...,Turkey,A1,1983,1,1980,Medium Fatalities
14913,16-JAN-1983,Lockheed L-1329-25 Jetstar Ii,Libyan Government,2.0,near Tripoli,Libya,A1,1983,1,1980,Low Fatalities
14914,18-JAN-1983,Shorts 330-200,Thai Airways,0.0,Chiang Mai Inter...,Thailand,H2,1983,0,1980,No Fatalities
14915,20-JAN-1983,Boeing 727,Northwest Orient Airlines,1.0,Portland Interna...,USA,H2,1983,1,1980,Low Fatalities
14916,20-JAN-1983,Boeing 707-300,Alyemda,0.0,Djibouti Airport...,Djibouti,H2,1983,0,1980,No Fatalities
14917,27-JAN-1983,Dornier Do 128-6Mpa Turbo Skyservant,Cameroon AF,6.146275647879436,Douala Air Base,Cameroon,U1,1983,1,1980,Low Fatalities
14918,28-JAN-1983,Dhc-6 Twin Otter 200,LADE,0.0,RÃ­o Gallegos In...,Argentina,A2,1983,0,1980,No Fatalities
14919,28-JAN-1983,Boeing 747-237B,Air-India,0.0,Delhi-Palam Airp...,India,A2,1983,0,1980,No Fatalities
14920,28-JAN-1983,Airbus A300B2-101,Indian Airlines,0.0,Delhi-Palam Airp...,India,A2,1983,0,1980,No Fatalities
14921,03-FEB-1983,Antonov An-26,Cuban AF,6.146275647879436,Playa Baracoa Ai...,Cuba,A1,1983,1,1980,Low Fatalities
14922,06-FEB-1983,Cessna 550 Citation Ii,Weatherford Services.,0.0,Houston-William ...,USA,A1,1983,0,1980,No Fatalities
14923,07-FEB-1983,Antonov An-2Tp,"Aeroflot, North Kavkaz",0.0,Preobrazhenskaya...,Russia,A1,1983,0,1980,No Fatalities
14924,13-FEB-1983,Learjet 35A,Upali Air,6.0,"near Kuala Selangor, ...",Malaysia,A1,1983,1,1980,Low Fatalities
14925,13-FEB-1983,Lockheed C-130H Hercules,USAF,6.0,Fayetteville-Pop...,USA,A1,1983,1,1980,Low Fatalities
14926,13-FEB-1983,Airbus A300B4-203,TAA,0.0,"Melbourne, VIC",Australia,H2,1983,0,1980,No Fatalities
14927,15-FEB-1983,Dhc-7-102,Rio Airways,0.0,Nuevo Laredo (NLD),Mexico,H2,1983,0,1980,No Fatalities
14928,15-FEB-1983,Douglas Dc-3,Ontario Central Airlines,0.0,"Shamathawa, MB",Canada,A1,1983,0,1980,No Fatalities
14929,15-FEB-1983,Dhc-6 Twin Otter 300,Sierra Pacific Airlines,0.0,near Hailey-Sun Valle...,USA,A1,1983,0,1980,No Fatalities
14930,15-FEB-1983,Antonov An-12,Soviet AF,5.0,Jalalabad Airpor...,Afghanistan,C1,1983,1,1980,Low Fatalities
14931,17-FEB-1983,Bn-2A-21 Islander,Norving,6.146275647879436,BÃ¥tsfjord Airpo...,Norway,U1,1983,1,1980,Low Fatalities
14932,18-FEB-1983,Tupolev Tu-134A,CSA,1.0,Praha-Ruzyne Int...,Czech Rep.,H2,1983,1,1980,Low Fatalities
14933,20-FEB-1983,Boeing 727-2L5,Libyan Arab Airlines,0.0,Malta-Luqa Airpo...,Malta,H2,1983,0,1980,No Fatalities
14934,21-FEB-1983,Douglas C-47 (Dc-3),Colombian AF,4.0,near Salento,Colombia,A1,1983,1,1980,Low Fatalities
14935,22-FEB-1983,Boeing 737-2A1C,VASP,2.0,Manaus-Eduardo G...,Brazil,A1,1983,1,1980,Low Fatalities
14936,23-FEB-1983,Antonov An-2R,"Aeroflot, Ukraine",0.0,Cherkasy region,Ukraine,A1,1983,0,1980,No Fatalities
14937,24-FEB-1983,Dhc-6 Twin Otter 300,Air Benin,0.0,Koko,Benin,A1,1983,0,1980,No Fatalities
14938,27-FEB-1983,Boeing 727-276,TAA,0.0,Adelaide Airport...,Australia,A2,1983,0,1980,No Fatalities
14939,27-FEB-1983,Hawker Siddeley Hs-121 Trident 2E,CAAC,0.0,Fuzhou Yixu Airp...,China,A1,1983,0,1980,No Fatalities
14940,07-MAR-1983,Antonov An-24V,Balkan Bulgarian,1.0,Varna Airport (VAR),Bulgaria,H2,1983,1,1980,Low Fatalities
14941,10-MAR-1983,Dhc-6 Twin Otter 300,Bakhtar Afghan,19.0,near Shashgow Ghazni,Afghanistan,A1,1983,1,1980,Medium Fatalities
14942,11-MAR-1983,Namc Ys-11A-208,Nihon Kinkyori Airways,0.0,Nakashibetsu Air...,Japan,A1,1983,0,1980,No Fatalities
14943,11-MAR-1983,Dc-9-32,AVENSA,23.0,Barquisimeto Air...,Venezuela,A1,1983,1,1980,Medium Fatalities
14944,14-MAR-1983,Boeing 707-338C,Jamahiriya Air Transport,5.0,near Sebha,Libya,A1,1983,1,1980,Low Fatalities
14946,18-MAR-1983,Douglas C-47E (Dc-3),Peruvian AF,5.0,Arequipa Airport...,Peru,A1,1983,1,1980,Low Fatalities
14947,18-MAR-1983,Bn-2A-21 Defender,Malawi Police Force,6.146275647879436,Chikala Hills,Malawi,A1,1983,1,1980,Low Fatalities
14948,24-MAR-1983,Antonov An-2V,"Aeroflot, Krasnoyarsk",0.0,"near Vanavara, Krasno...",Russia,A1,1983,0,1980,No Fatalities
14949,27-MAR-1983,Boeing 737-2B1,LAM,0.0,near Quelimane Airpor...,Mozambique,A1,1983,0,1980,No Fatalities
14950,29-MAR-1983,Let L-410M,"Aeroflot, Georgia",6.0,Poti Airport,Georgia,A1,1983,1,1980,Low Fatalities
14951,30-MAR-1983,Dhc-6 Twin Otter 300,Libyan Ministry of Agriculture,0.0,Benghazi-Benina ...,Libya,A1,1983,0,1980,No Fatalities
14952,30-MAR-1983,Learjet 25,"Chatham Corp., op.for Hughes Charter Air",2.0,Newark Internati...,USA,A1,1983,1,1980,Low Fatalities
14953,01-APR-1983,Dhc-6 Twin Otter 200,Metroflight,0.0,Lawton Municipal...,USA,O1,1983,0,1980,No Fatalities
14954,01-APR-1983,Cessna 500 Citation I,Winn Exploration,4.0,near Eagle Pass-Winn ...,USA,A1,1983,1,1980,Low Fatalities
14955,04-APR-1983,Beech 200 Super King Air,Total,8.0,near Guangzhou Baiyun...,China,A1,1983,1,1980,Low Fatalities
14957,07-APR-1983,Bn-2A-8 Islander,Munz Northern Airlines,2.0,"Selawik, AK",USA,A1,1983,1,1980,Low Fatalities
14958,12-APR-1983,Antonov An-26,"Aeroflot, Belarus",0.0,Minsk-1 Internat...,Belarus,A1,1983,0,1980,No Fatalities
14959,14-APR-1983,Learjet 24D,Executive Jet Aviation,0.0,Puerto Vallarta,Mexico,A1,1983,0,1980,No Fatalities
14960,15-APR-1983,Boeing 727-2F2,THY,0.0,Athens-Ellinikon...,Greece,H2,1983,0,1980,No Fatalities
14961,16-APR-1983,Bae Bae-748-329 Srs. 2A Lfd,Air Liberia,6.146275647879436,near Khartoum-Civil A...,Sudan,A1,1983,1,1980,Low Fatalities
14962,18-APR-1983,Fairchild C-119 Flying Boxcar,Republic of China AF,6.146275647879436,unknown,Unknown country,U1,1983,1,1980,Low Fatalities
